mc_number,company_name,state,decision_date,register_date,is_new_mc,usdot_status,insurance_link,insurance_expiration,safety_rating,physical_address,mailing_address,phone,power_units,drivers,oos_percent_vehicle,oos_percent_driver,oos_percent_hazmat,crash_fatal,crash_injury,crash_tow,crash_total
MC-1237211 -C,MR G TRANSPORTATION LLC,OR,2025-06-25,2025-06-25,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3621499&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"3254 CENTER ST NE SALEM, OR   97301","3254 CENTER ST NE SALEM, OR   97301",(503) 999-2859,1,1,0%,12.5%,%,0,0,0,0
MC-1397908 -C,TYLER DOUGLAS MIELENZ,OR,2025-06-25,2025-06-25,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3842558&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"211 GRIMES STREET, UNIT C EUGENE, OR   97402","3923 PAM STREET EUGENE, OR   97402",(541) 556-2133,1,1,0%,0%,0%,0,0,0,0
MC-1416392 -C,EXODUS TRANSPORT LLC,OR,2025-06-25,2025-06-25,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3869777&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"5544 LANCELOT WAY EUGENE, OR   97402","5544 LANCELOT WAY EUGENE, OR   97402-7577",(541) 510-1910,1,2,0%,0%,0%,0,0,0,0
MC-1654347 -C,PNW TRANSPORT SERVICE LLC,OR,2025-06-25,2025-06-25,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4263018&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"3655 NW ORCHARD DR TERREBONNE, OR   97760","3655 NW ORCHARD DR TERREBONNE, OR   97760",(541) 903-2095,1,1,100%,0%,%,0,0,0,0
MC-1660723 -C,MD PRIME SERVICES LLC,OR,2025-06-25,2025-06-25,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4274746&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"18850 SW FARMINGTON RD APT 44 BEAVERTON , OR   97007","2850 SW CEDAR HILLS BLVD #2267 BEAVERTON, OR   97005",(407) 462-9290,1,1,0%,0%,0%,0,0,0,0
MC-1725788 -C,VH TRANSPORTATION LLC,OR,2025-04-24,2025-06-24,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4359883&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"21728 SE ANKENY ST GRESHAM, OR   97030-8497","21728 SE ANKENY ST GRESHAM, OR   97030-8497",(971) 420-7595,1,1,0%,0%,0%,0,0,0,0
MC-1731717 -C,NMP DELIVERY LLC,OR,2025-05-19,2025-06-24,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4394900&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"17661 NE DAVIS ST PORTLAND, OR   97230","17661 NE DAVIS ST PORTLAND, OR   97230",(503) 970-1020,3,3,0%,0%,0%,0,0,0,0
MC-404085 -C,LITTAU HARVESTER INC.,OR,2025-06-24,2025-06-24,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=499433&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"855 ROGUE AVE STAYTON, OR   97383","855 ROGUE AVE STAYTON, OR   97383",(503) 769-5953,4,2,50%,0%,%,0,0,0,0
MC-681941 -P,GABRIEL COBIAN,OR,2025-06-24,2025-06-24,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1499682&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"3036 GREENLEAF ST MALIN, OR   97632","PO BOX 158 MALIN, OR   97632",(541) 810-1557,1,1,11.1%,0%,%,0,0,0,0
MC-1346341 -C,OATB TRANSPORT LLC,OR,2025-06-24,2025-06-24,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3771324&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"19025 SE YAMHILL ST APT 207 PORTLAND, OR   97233","19025 SE YAMHILL ST APT 207 PORTLAND, OR   97233",(971) 401-2996,3,3,0%,0%,%,0,0,0,0
MC-1721118 -C,MAYFIELD HEATING OIL LLC,OR,2025-04-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4388147&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2883 SW SHIMMER LN GRANTS PASS, OR   97527","2883 SW SHIMMER LN GRANTS PASS, OR   97527",(541) 450-8034,1,1,0%,0%,0%,0,0,0,0
MC-1735858 -C,ROAD DOGGIES LLC,OR,2025-06-03,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4416802&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1550 SW 2ND ST MCMINNVILLE, OR   97128","1550 SW 2ND ST MCMINNVILLE, OR   97128",(503) 929-8186,2,2,0%,0%,0%,0,0,0,0
MC-107855 -C,AESIR TRANSPORT INC,OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3156070&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"7765 SW PETERS RD PORTLAND, OR   97224","7765 SW PETERS RD PORTLAND, OR   97224",(503) 501-9067,4,4,75%,0%,%,0,0,0,0
MC-794118 -B,"JNB LOGISTICS, INC",OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2331142&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"29720 AWBREY LANE EUGENE, OR   97402","PO BOX 41088 EUGENE, OR   97404",(541) 344-4930,0,,0%,0%,0%,0,0,0,0
MC-817275 -C,MICHAEL A RAMIREZ,OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2379868&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Conditional,"2194 NW DAWN DR HERMISTON, OR   97838","2194 NW DAWN DR HERMISTON, OR   97838",(541) 720-6001,1,1,100%,25%,%,0,0,0,0
MC-1615555 -C,INNOVATION TRANSPORT LLC,OR,2025-06-30,2025-06-30,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4191704&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2547 SE 174TH AVE APT 9 PORTLAND, OR   97236","2547 SE 174TH AVE APT 9 PORTLAND, OR   97236-1088",(971) 235-2287,1,1,50%,66.7%,%,0,0,0,0
MC-1653450 -C,AFD TRANSPORTATION LLC,OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4261422&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"13709 SE SCENIC RIDGE DR CLACKAMAS, OR   97015","13709 SE SCENIC RIDGE DR CLACKAMAS, OR   97015",(832) 463-8036,2,2,0%,0%,0%,0,0,0,0
MC-1720018 -C,HEIFER HAULING LLC,OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4385918&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2572 NW PINECREST DR PRINEVILLE, OR   97754","2572 NW PINECREST DR PRINEVILLE, OR   97754-7461",(541) 604-4448,1,1,0%,0%,0%,0,0,0,0
MC-1721850 -C,ON TOP LOGISTICS INC,OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4389643&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"7097 SE CHINQUAPIN DR HILLSBORO, OR   97123","7097 SE CHINQUAPIN DR HILLSBORO, OR   97123-2228",(971) 340-8223,1,1,0%,0%,0%,0,0,0,0
MC-1723755 -C,AMERICANA RELOCATION INC,OR,2025-07-08,2025-07-08,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4393460&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"35 CLUB RD APT 205 EUGENE, OR   97401","11446 TERRA VISTA WAY SYLMAR, CA   91342-6526",(747) 447-6444,5,4,0%,0%,0%,0,0,0,0
MC-1660675 -C,RED TRANSPORT LLC,OR,2025-06-18,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4274639&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"13531 CLAIRMONT WAY UNIT 177 OREGON CITY, OR   97045","PO BOX 9309 BROOKS, OR   97305",(971) 529-8758,1,1,0%,0%,0%,0,0,0,0
MC-1675788 -C,IVONNET TRANSPORT LLC,OR,2025-06-18,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4302434&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1930 SE 6TH ST APT 211 GRESHAM, OR   97080","1930 SE 6TH ST APT 211 GRESHAM, OR   97080",(971) 431-9520,1,1,0%,0%,%,0,0,0,0
MC-1739926 -C,HAUL'N HAPPY TRANSPORT LLC,OR,2025-06-18,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4424357&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"59520 YARMER LN SAINT HELENS, OR   97051","59520 YARMER LN SAINT HELENS, OR   97051-3514",(503) 396-2693,1,2,0%,0%,0%,0,0,0,0
MC-1740292 -C,RICK LARSON LLC,OR,2025-06-20,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4425001&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"39655 BURNSIDE LOOP ASTORIA, OR   97103","39655 BURNSIDE LOOP ASTORIA, OR   97103-8230",(505) 382-3784,1,1,0%,0%,0%,0,0,0,0
MC-27060 -C,ARION L HUNT,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3006935&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"4510 SOUTH MYRTLE ROAD MYRTLE CREEK, OR   97457","4510 SOUTH MYRTLE ROAD MYRTLE CREEK, OR   97457",(502) 319-9534,2,1,0%,0%,%,0,0,0,0
MC-29372 -C,MIT TRANSPORTATION LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3011581&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"12446 SE STEELE ST PORTLAND, OR   97236","12446 SE STEELE ST PORTLAND, OR   97236",(971) 276-8096,5,6,25%,6.5%,%,0,0,0,0
MC-281548 -B,"NORTHWEST DISTRIBUTION AND STORAGE, INC.",OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=735976&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1745 OXFORD ST SE #150 SALEM, OR   97302","1745 OXFORD ST SE #150 SALEM, OR   97302",(503) 362-2212,19,9,20%,0%,%,0,0,0,0
MC-290639 -P,AMERICAN RESOLVE TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=608354&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"7412 SW BEAVERTON HILLSDALE HWY SUITE 201 PORTLAND, OR   97225","7412 SW BEAVERTON HILLSDALE HWY SUITE 201 PORTLAND, OR   97225",(503) 291-0202,3,3,50%,0%,%,0,0,0,0
MC-440610 -C,"JUNIOR ALVARADO TRUCKING, INC.",OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1011527&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Conditional,"56181 HATHORN RD COQUILLE, OR   97423","PO BOX 918 COQUILLE, OR   97423",(541) 808-4684,13,13,14.3%,10%,%,0,0,0,0
MC-569480 -P,ZAMORANO TRANSPORT LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1526762&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Conditional,"23300 NE ARATA RD #13 TROUTDALE, OR   97060","23300 NE ARATA RD #13 TROUTDALE, OR   97060",(971) 601-6133,6,6,36.4%,21.4%,%,0,0,0,0
MC-585519 -P,"TWO WAY TRANSPORT, INC.",OR,2025-07-01,2025-07-01,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1561373&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"17187 SE ALDER ST PORTLAND, OR   97233","17187 SE ALDER ST PORTLAND, OR   97233",(503) 379-1900,6,9,60%,8%,%,0,0,0,0
MC-810387 -P,MERAZ TRANSPORTATION SERVICES LLC,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2364031&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"908 MURPHY ROAD MEDFORD, OR   97504","908 MURPHY ROAD MEDFORD, OR   97504",(541) 840-2271,1,1,25%,0%,%,0,0,0,0
MC-883102 -C,CAVEMAN UNION AND TOWING INC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=342265&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"2100 NW VINE ST GRANTS PASS, OR   97526","2100 NW VINE ST GRANTS PASS, OR   97526",(541) 479-5001,8,6,0%,0%,%,0,0,0,0
MC-891481 -C,CROWN TOWING & REPAIR LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1275063&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"9999 SE PINE ST PORTLAND, OR   97216","9999 SE PINE ST PORTLAND, OR   97216",(503) 705-7000,17,14,%,33.3%,%,0,0,0,0
MC-891481 -P,CROWN TOWING & REPAIR LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1275063&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"9999 SE PINE ST PORTLAND, OR   97216","9999 SE PINE ST PORTLAND, OR   97216",(503) 705-7000,17,14,%,33.3%,%,0,0,0,0
MC-942575 -C,BRYAN FISHER TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2824712&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"5155 GAFFIN RD SE SALEM, OR   97317","5155 GAFFIN RD SE SALEM, OR   97317",(971) 273-3195,5,5,25%,10%,%,0,0,0,0
MC-942575 -P,BRYAN FISHER TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2824712&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"5155 GAFFIN RD SE SALEM, OR   97317","5155 GAFFIN RD SE SALEM, OR   97317",(971) 273-3195,5,5,25%,10%,%,0,0,0,0
MC-974631 -C,GREEN EXPRESS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2898642&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"16685 SE SUNSHOWER PL HAPPY VALLEY, OR   97086","16685 SE SUNSHOWER PL HAPPY VALLEY, OR   97086",(626) 592-9627,1,1,0%,0%,0%,0,0,0,0
MC-1135940 -C,DC TRUCKING EXPRESS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3470741&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2512 S LYDIA LOOP HUBBARD, OR   97032","2512 S LYDIA LOOP HUBBARD, OR   97032-9114",(971) 283-5470,1,1,0%,0%,0%,0,0,0,0
MC-1171003 -C,DKS TRUCKING INCORPORATED,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3493618&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1235 11TH AVE SE ALBANY, OR   97322-6675","1235 11TH AVE SE ALBANY, OR   97322-6675",(541) 223-2066,1,1,0%,0%,%,0,0,0,0
MC-1438011 -C,BARRETT TRANSPORT LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3902329&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"5434 HUCKLEBERRY LN FLORENCE, OR   97439","PO BOX 1422 FLORENCE, OR   97439",(541) 999-0600,4,1,42.9%,0%,%,0,0,0,0
MC-1445919 -P,ZGO LOGISTICS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3739449&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"414 NE 160TH AVE APT 41 PORTLAND, OR   97230","414 NE 160TH AVE APT 41 PORTLAND, OR   97230",(971) 337-8941,2,2,0%,0%,0%,0,0,0,0
MC-1510094 -C,G AND R TOWING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4010829&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"21975 LAUREL AVE NE AURORA, OR   97002","21975 LAUREL AVE NE AURORA, OR   97002",(503) 847-3841,3,3,0%,0%,0%,0,0,0,0
MC-1643025 -C,BK TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4242231&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2578 CONCORD ST WOODBURN, OR   97071","2578 CONCORD ST WOODBURN, OR   97071",(503) 706-6017,1,1,0%,0%,0%,0,0,0,0
MC-1643052 -C,METRO EXPRESS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4242292&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"8346 NE SANDY BLVD APT 202 PORTLAND, OR   97220","2850 SW CEDAR HILLS BLVD #2277 BEAVERTON, OR   97005",(971) 380-7573,1,3,%,0%,%,0,0,0,0
MC-1663050 -C,DW HANCOCK TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3038436&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"3153 NW 11TH AVE ONTARIO, OR   97914","3153 NW 11TH AVE ONTARIO, OR   97914",(541) 216-0559,1,1,0%,0%,0%,0,0,0,0
MC-1695730 -C,MID-WILLAMETTE VALLEY MOVING & HAULING LL,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4340291&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1280 7TH AVE SW ALBANY, OR   97321","1280 7TH AVE SW ALBANY, OR   97321-1926",(541) 730-0359,1,1,0%,0%,0%,0,0,0,0
MC-1718878 -C,EXPRESS AUTO TRANSPORT LLC,OR,2025-04-10,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4388322&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"5169 COMET ST NE SALEM, OR   97305","5169 COMET ST NE SALEM, OR   97305",(503) 800-7902,1,1,0%,0%,0%,0,0,0,0
MC-1735116 -C,BERKUT TRANSPORT INC,OR,2025-05-30,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4415351&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"13874 SE MONET CT CLACKAMAS, OR   97015","13874 SE MONET CT CLACKAMAS, OR   97015-6278",(503) 490-0030,2,2,0%,0%,0%,0,0,0,0
MC-1738641 -C,PL UNION LLC,OR,2025-06-12,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4421941&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1210 CANDLEWOOD DR NE KEIZER, OR   97303","1210 CANDLEWOOD DR NE KEIZER, OR   97303-4127",(503) 400-5812,1,1,0%,0%,0%,0,0,0,0
MC-1739590 -C,DB TRUCKING INC,OR,2025-06-17,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1365161&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"74262 HWY 202 VESPER, OR   97016","74262 HWY 202 VESPER, OR   97016",(503) 791-9805,1,1,0%,0%,0%,0,0,0,0
MC-934023 -C,CHIARELLA TRANSPORTATION AND RELOCATION S,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2797486&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"14596 SW OREGON ST SHERWOOD, OR   97140","5441 S MACADAM AVE SUITE 4838 PORTLAND, OR   97239",(888) 855-1491,2,2,25%,83.3%,%,0,0,0,0
